Contact_ID,Start_Term_and_Year,Program_Desc,IPEDS_Ethnicities,IPEDS_Hispanic,Sex,Created_Date,Complete_Date,Admit_Date,Deposit_Date
001913,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Female,8/29/2019,6/22/2021 17:45,,
001914,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Male,11/17/2018,3/9/2019 14:14,4/18/2019 15:55,
001915,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Female,1/10/2019,2/4/2019 14:54,3/8/2019 17:40,6/1/2019 0:00
001916,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Male,7/9/2019,,,
001917,Fall 2022,Business - PHD,White/Caucasian,Hispanic,Male,1/13/2022,1/26/2022 11:53,,
001918,Fall 2022,Business - PHD,Black/African American,Non-Hispanic,Male,10/19/2021,,,
001919,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Female,8/4/2021,10/7/2021 10:40,12/7/2021 10:53,
001920,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,4/1/2019,6/11/2019 11:51,6/25/2019 17:28,
001921,Spring 2022,Real Estate Development - MS,Black/African American,Non-Hispanic,Male,12/1/2021,12/15/2021 10:12,12/17/2021 15:55,1/7/2022 0:00
001922,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,8/15/2018,9/18/2019,9/18/2019,
001923,Fall 2022,Management - MS,White/Caucasian,Non-Hispanic,Female,7/2/2021,2/9/2022 16:34,2/25/2022 12:00,
001924,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,5/18/2020,5/25/2022 17:00,6/2/2022 12:00,8/16/2022 0:00
001925,Fall 2022,Business - PHD,Asian,Non-Hispanic,Male,1/4/2022,2/17/2022 11:37,,
001926,Fall 2022,Accounting - MS,Prefer to not respond,Hispanic,Male,8/15/2018,9/17/2021 10:31,12/7/2021 10:59,12/7/2021 0:00
001927,Fall 2020,Business Administration - MBA,Prefer to not respond,Hispanic,Male,1/6/2020,,,
001928,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,8/31/2020,3/15/2021 10:42,3/22/2021 15:00,
001929,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Female,7/31/2018,,,
001930,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Female,6/27/2019,5/27/2020,6/11/2020,6/12/2020
001931,Fall 2021,Real Estate Development - MS,Asian,Non-Hispanic,Female,5/25/2021,6/24/2021 16:45,6/26/2021 16:06,6/28/2021 0:00
001932,Fall 2022,Finance - MS,Black/African American,Non-Hispanic,Female,1/10/2022,2/23/2022 14:05,,
001933,Fall 2020,Business Administration - MBA,Not Reported,Non-Hispanic,Male,6/15/2020,,,
001934,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Female,11/12/2021,,,
001935,Fall 2020,Real Estate Development - MS,Asian,Non-Hispanic,Male,4/4/2020,4/29/2020,5/27/2020,
001936,Fall 2022,Business Administration - MBA,Not Reported,Hispanic,Female,2/28/2022,5/25/2022 12:05,,
001937,Spring 2022,Real Estate Development - MS,Not Reported,Non-Hispanic,Female,7/14/2021,8/3/2021 14:09,9/3/2021 16:31,9/22/2021 0:00
001938,Fall 2020,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Male,9/7/2019,7/20/2020,7/20/2020,
001939,Fall 2019,Business Adminstration - MBA,Not Reported,Hispanic,Male,6/3/2019,7/10/2019 13:32,7/20/2019 16:03,7/23/2019 0:00
001940,Fall 2021,Management - MS,Asian,Non-Hispanic,Female,2/13/2021,4/15/2021 14:35,,
001941,Fall 2021,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Male,9/23/2019,7/9/2021 9:58,7/16/2021 14:19,7/20/2021 0:00
001942,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,1/28/2020,9/21/2020 11:05,9/21/2020 11:05,6/15/2020 0:00
001943,Fall 2020,Management - MS,Asian,Non-Hispanic,Female,10/22/2019,,,
001944,Spring 2021,Technology Management - MS,Asian,Non-Hispanic,Male,10/19/2020,,,
001945,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,10/14/2020,,,
001946,Fall 2022,Management - MS,White/Caucasian,Hispanic,Male,10/20/2021,2/1/2022 12:56,2/15/2022 11:30,2/18/2022 0:00
001947,Fall 2020,Management - MS,Black/African American,Non-Hispanic,Female,10/21/2019,12/4/2019,1/11/2020,
001948,Fall 2019,Management - MS,Asian,Non-Hispanic,Female,4/18/2019,6/27/2019 5:23,7/27/2019 12:28,
001949,Fall 2019,Accounting - MS,Not Reported,Hispanic,Female,6/19/2019,7/2/2019 11:08,7/6/2019 10:57,7/14/2019 0:00
001950,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Male,2/15/2020,,,
001951,Fall 2022,Business Administration - MBA,Two or More,Non-Hispanic,Female,1/31/2022,7/21/2022 12:51,7/27/2022 12:00,
001952,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Male,1/5/2020,,,
001953,Fall 2022,Accounting - MS,Asian,Non-Hispanic,Female,10/27/2020,4/20/2022 10:06,5/4/2022 10:38,5/18/2022 0:00
001954,Fall 2022,Accounting - MS,White/Caucasian,Hispanic,Female,6/21/2021,2/8/2022 15:19,2/11/2022 11:02,2/11/2022 0:00
001955,Fall 2020,Management - MS,Asian,Non-Hispanic,Female,4/29/2020,,,
001956,Spring 2022,Technology Management - MS,Black/African American,Non-Hispanic,Female,7/30/2021,11/8/2021 19:21,11/16/2021 10:05,11/27/2021 0:00
001957,Spring 2022,Real Estate Development - MS,Asian,Non-Hispanic,Female,8/1/2021,,,
001958,Fall 2022,Accounting - MS,Asian,Non-Hispanic,Female,8/18/2020,9/20/2021 11:06,9/20/2021 11:06,
001959,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,9/18/2019,3/25/2020,3/27/2020,
001960,Fall 2021,Management - MS,White/Caucasian,Non-Hispanic,Female,12/11/2019,5/19/2021 12:00,5/19/2021 12:00,7/25/2021 0:00
001961,Fall 2021,Management - MS,Black/African American,Non-Hispanic,Female,9/11/2019,11/20/2020 11:22,12/11/2020 15:00,3/26/2021 0:00
001962,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Female,8/18/2021,2/3/2022 10:53,2/11/2022 10:11,
001963,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,3/21/2021,4/14/2021 11:52,4/21/2021 16:30,
001964,Fall 2021,Management - MS,Asian,Non-Hispanic,Male,12/27/2020,,,
001965,Fall 2021,Business Administration - MBA,Not Reported,Non-Hispanic,Female,5/26/2020,4/28/2021 17:00,,
001966,Fall 2022,Real Estate Development - MS,Black/African American,Non-Hispanic,Female,1/18/2019,3/14/2022 8:00,3/14/2022 8:00,2/21/2021 0:00
001967,Fall 2020,Business Administration - MBA,Native American,Hispanic,Male,8/15/2018,4/8/2019,10/8/2019,1/17/2020
001968,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,12/11/2019,8/4/2020,8/7/2020,8/7/2020
001969,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,11/30/2021,,,
001970,Fall 2022,Management - MS,Black/African American,Non-Hispanic,Female,1/24/2022,,,
001971,Fall 2022,Management - MS,Asian,Non-Hispanic,Female,12/22/2021,,,
001972,Fall 2022,Business Administration - MBA,Prefer to not respond,Non-Hispanic,Male,5/27/2020,1/17/2022 11:05,1/17/2022 11:05,6/16/2022 19:42
001973,Fall 2021,Accounting - MS,Asian,Non-Hispanic,Female,8/30/2018,2/1/2021 12:02,2/11/2021 13:18,2/27/2021 0:00
001974,Spring 2021,Real Estate Development - MS,Asian,Non-Hispanic,Female,4/20/2019,10/31/2020 19:30,,
001975,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,5/7/2020,5/27/2020,6/2/2020,6/3/2020
001976,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,2/2/2022,5/5/2022 10:23,5/13/2022 12:00,
001977,Fall 2019,Business Adminstration - MBA,Not Reported,Non-Hispanic,Male,9/20/2018,3/6/2019 8:10,3/21/2019 9:14,
001978,Fall 2022,Finance - MS,Not Reported,Hispanic,Female,1/10/2022,7/20/2022 14:01,7/27/2022 11:18,7/31/2022 0:00
001979,Spring 2021,Real Estate Development - MS,White/Caucasian,Hispanic,Male,8/6/2020,9/8/2020 9:23,9/22/2020 16:30,
001980,Fall 2021,Business Administration - MBA,Pacific Islander,Non-Hispanic,Female,10/10/2019,4/21/2021 14:39,4/28/2021 11:15,4/29/2021 14:59
001981,Fall 2021,Management - MS,Black/African American,Non-Hispanic,Male,10/14/2020,2/2/2021 11:24,2/12/2021 16:01,
001982,Fall 2019,Business Adminstration - MBA,Black/African American,Non-Hispanic,Female,6/19/2019,7/8/2019 10:29,7/12/2019 11:40,7/16/2019 0:00
001983,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,4/27/2020,5/22/2020,6/2/2020,6/22/2020
001984,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,5/19/2020,,,
001985,Fall 2020,Accounting - M.S.,Not Reported,Hispanic,Female,1/10/2020,2/21/2020,4/16/2020,4/24/2020
001986,Spring 2022,Real Estate Development - MS,Asian,Non-Hispanic,Female,2/22/2021,8/8/2021 10:05,8/8/2021 10:05,6/14/2021 0:00
001987,Fall 2019,Business Adminstration - MBA,Not Reported,Non-Hispanic,Male,3/29/2019,,,
001988,Fall 2019,Real Estate Development - MS,Black/African American,Non-Hispanic,Female,4/2/2019,,,
001989,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,9/22/2020,9/20/2021 11:06,9/20/2021 11:06,
001990,Fall 2019,Management - MS,Asian,Non-Hispanic,Female,1/22/2019,,,
001991,Spring 2022,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,1/14/2021,8/26/2021 10:05,8/26/2021 10:05,
001992,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,1/8/2020,2/7/2020,2/14/2020,4/20/2020
001993,Fall 2021,Business - PHD,White/Caucasian,Non-Hispanic,Male,2/25/2019,4/13/2021 16:06,,
001994,Fall 2022,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Female,11/5/2020,,,
001995,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Female,1/21/2021,2/15/2021 14:34,2/22/2021 14:30,2/25/2021 12:13
001996,Fall 2019,Business Adminstration - MBA,Not Reported,Non-Hispanic,Female,1/13/2019,,,
001997,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,4/16/2020,5/8/2020,5/22/2020,
001998,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Male,4/22/2020,5/1/2020,5/14/2020,
001999,Fall 2020,Business Administration - MBA,Not Reported,Hispanic,Female,4/22/2020,5/5/2020,5/8/2020,5/10/2020
002000,Fall 2021,Management - MS,Not Reported,Non-Hispanic,Male,1/11/2021,,,
002001,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,3/8/2021,2/8/2022 11:55,2/17/2022 12:00,
002002,Fall 2019,Business Adminstration - MBA,Not Reported,Non-Hispanic,Male,11/20/2018,5/6/2019 10:22,5/15/2019 10:11,
002003,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,10/10/2018,2/18/2019 15:30,3/5/2019 17:00,
002004,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,12/2/2018,1/9/2019 11:19,,
002005,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Female,4/28/2020,5/6/2020,5/15/2020,
002006,Fall 2021,Management - MS,Black/African American,Non-Hispanic,Male,8/23/2019,5/6/2021 13:42,5/21/2021 12:49,5/28/2021 0:00
002007,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,1/9/2020,9/21/2020 10:05,9/21/2020 10:05,2/17/2020 0:00
002008,Fall 2021,Management - MS,White/Caucasian,Non-Hispanic,Female,3/24/2021,4/2/2021 15:04,4/22/2021 14:55,5/12/2021 0:00
002009,Fall 2021,Management - MS,Asian,Non-Hispanic,Male,4/5/2021,,,
002010,Fall 2020,Real Estate Development - MS,White/Caucasian,Hispanic,Female,11/11/2019,1/13/2020,1/28/2020,
002011,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,5/29/2022,6/8/2022 9:47,6/15/2022 12:00,
002012,Fall 2021,Business Administration - MBA,White/Caucasian,Hispanic,Male,3/18/2021,4/27/2021 16:02,5/4/2021 17:00,8/25/2021 15:32
002013,Fall 2019,Accounting - MS,Two or More,Non-Hispanic,Female,9/24/2018,12/5/2018 11:03,3/21/2019 10:27,8/6/2019 0:00
002014,Fall 2021,Management - MS,Asian,Non-Hispanic,Female,3/15/2021,5/6/2021 12:18,5/29/2021 14:59,
002015,Fall 2020,Accounting - M.S.,Prefer to not respond,Non-Hispanic,Male,12/31/2018,,,
002016,Fall 2022,Business Administration - MBA,Not Reported,Non-Hispanic,Male,1/10/2022,,,
002017,Fall 2022,Management - MS,Black/African American,Non-Hispanic,Male,1/24/2022,,,
002018,Spring 2020,Real Estate Development - MS,Black/African American,Non-Hispanic,Female,8/15/2018,10/25/2019 10:53,10/26/2019 13:40,10/30/2019 0:00
002019,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,3/11/2021,,,
002020,Spring 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,7/23/2018,10/29/2019 9:51,11/5/2019 17:04,11/15/2019 0:00
002021,Fall 2022,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,6/3/2022,7/19/2022 9:04,7/26/2022 12:00,7/29/2022 0:00
002022,Fall 2022,Technology Management - MS,Not Reported,Non-Hispanic,Male,11/29/2021,5/5/2022 12:06,5/5/2022 12:06,7/5/2022 0:00
002023,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Female,1/2/2019,,,
002024,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,4/5/2021,6/1/2021 16:20,6/8/2021 12:15,6/9/2021 19:45
002025,Fall 2020,Real Estate Development - MS,Asian,Non-Hispanic,Female,1/23/2020,5/5/2020,6/1/2020,6/2/2020
002026,Fall 2020,Accounting - M.S.,White/Caucasian,Hispanic,Male,1/11/2019,7/31/2020,8/7/2020,
002027,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,9/15/2020,3/31/2021 12:57,4/7/2021 15:15,4/8/2021 0:00
002028,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,8/15/2018,4/30/2021 10:22,5/7/2021 16:45,
002029,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,10/8/2019,,,
002030,Fall 2020,Real Estate Development - MS,Black/African American,Non-Hispanic,Male,11/25/2018,,,
002031,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,10/31/2018,12/10/2018 11:49,12/20/2018 10:02,5/31/2019 0:00
002032,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Male,11/8/2019,,,
002033,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,10/15/2018,5/1/2021 15:19,5/8/2021 16:41,6/20/2021 21:41
002034,Spring 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,8/21/2019,10/28/2019 15:53,10/30/2019 9:37,11/4/2019 0:00
002035,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Female,12/13/2019,2/5/2020,3/20/2020,3/25/2020
002036,Fall 2021,Business Administration - MBA,Two or More,Non-Hispanic,Male,8/3/2020,3/18/2021 10:12,3/26/2021 11:44,5/11/2021 15:13
002037,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,6/6/2022,7/21/2022 13:06,7/27/2022 12:00,8/6/2022 0:00
002038,Fall 2019,Accounting - MS,Black/African American,Non-Hispanic,Male,9/26/2018,,,
002039,Fall 2020,Real Estate Development - MS,Black/African American,Non-Hispanic,Male,8/15/2018,11/14/2019,11/14/2019,
002040,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Male,5/15/2022,6/30/2022 13:02,7/8/2022 15:33,
002041,Fall 2021,Management - MS,Black/African American,Non-Hispanic,Female,3/1/2021,4/30/2021 9:49,5/8/2021 15:55,5/10/2021 0:00
002042,Fall 2021,Accounting - MS,White/Caucasian,Non-Hispanic,Female,1/21/2021,2/4/2021 13:44,2/17/2021 13:51,2/23/2021 0:00
002043,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,8/15/2018,6/19/2019 9:39,6/28/2019 18:04,
002044,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,9/17/2019,6/10/2020,6/10/2020,11/5/2019
002045,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,10/22/2019,4/27/2020,5/1/2020,5/4/2020
002046,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Female,4/8/2021,6/17/2022 12:00,,
002047,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Female,4/22/2019,6/24/2019 12:58,6/26/2019 16:41,6/28/2019 0:00
002048,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,11/16/2020,2/11/2022 11:55,2/19/2022 12:00,4/14/2022 0:00
002049,Fall 2022,Management - MS,Asian,Non-Hispanic,Female,3/15/2021,9/20/2021 11:06,9/20/2021 11:06,
002050,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Male,11/20/2020,3/1/2021 16:10,,
002051,Fall 2022,Business Administration - MBA,Not Reported,Non-Hispanic,Female,1/29/2022,2/24/2022 19:34,3/5/2022 12:00,3/6/2022 0:00
002052,Spring 2022,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Female,4/24/2021,11/30/2021 12:00,,
002053,Fall 2022,Management - MS,Asian,Non-Hispanic,Male,3/7/2022,,,
002054,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Female,11/16/2018,2/8/2019 9:10,2/22/2019 15:01,3/18/2019 0:00
002055,Fall 2021,Management - MS,Asian,Non-Hispanic,Male,12/8/2019,9/21/2020 11:05,9/21/2020 11:05,1/28/2020 0:00
002056,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,7/9/2019,7/23/2020,7/31/2020,8/3/2020
002057,Fall 2021,Management - MS,Asian,Non-Hispanic,Male,12/18/2020,,,
002058,Fall 2021,Management - MS,Two or More,Non-Hispanic,Male,7/12/2021,,,
002059,Fall 2019,Accounting - MS,White/Caucasian,Non-Hispanic,Male,9/15/2018,2/1/2019 13:20,2/22/2019 15:21,3/8/2019 0:00
002060,Fall 2022,Accounting - MS,Asian,Non-Hispanic,Female,12/27/2021,1/18/2022 15:29,1/27/2022 15:03,
002061,Spring 2021,Real Estate Development - MS,White/Caucasian,Hispanic,Female,5/9/2020,,,
002062,Spring 2021,Real Estate Development - MS,Not Reported,Non-Hispanic,Male,12/5/2020,12/21/2020 13:43,1/5/2021 18:15,1/6/2021 0:00
002063,Fall 2021,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,7/10/2021,7/27/2021 15:29,7/30/2021 14:56,
002064,Fall 2020,Management - MS,Not Reported,Non-Hispanic,Male,1/22/2019,11/1/2019,11/7/2019,11/9/2019
002065,Fall 2022,Business - PHD,White/Caucasian,Non-Hispanic,Male,1/9/2022,,,
002066,Spring 2021,Real Estate Development - MS,Black/African American,Non-Hispanic,Male,8/15/2018,1/5/2021 13:47,1/13/2021 12:15,1/13/2021 0:00
002067,Fall 2020,Business Administration - MBA,White/Caucasian,Hispanic,Male,9/14/2019,1/13/2020,1/31/2020,
002068,Fall 2021,Finance - MS,White/Caucasian,Non-Hispanic,Male,4/2/2021,,,
002069,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Male,1/11/2019,6/11/2019 16:32,6/22/2019 11:36,7/10/2019 0:00
002070,Fall 2022,Management - MS,Not Reported,Non-Hispanic,Female,1/20/2022,,,
002071,Fall 2019,Management - MS,White/Caucasian,Non-Hispanic,Female,8/15/2018,,,
002072,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,10/27/2019,12/16/2021 10:58,12/23/2021 12:36,
002073,Fall 2022,Accounting - MS,White/Caucasian,Non-Hispanic,Female,5/9/2022,6/30/2022 13:04,7/8/2022 15:37,
002074,Fall 2022,Business Administration - MBA,Asian,Non-Hispanic,Male,9/21/2021,,,
002075,Fall 2022,Finance - MS,Asian,Non-Hispanic,Female,3/22/2021,1/13/2022 16:58,,
002076,Fall 2020,Accounting - M.S.,White/Caucasian,Hispanic,Male,7/25/2019,7/30/2020,7/31/2020,8/6/2020
002077,Fall 2019,Accounting - MS,Prefer to not respond,Non-Hispanic,Female,1/28/2019,,,
002078,Fall 2022,Accounting - MS,Asian,Non-Hispanic,Male,12/22/2021,2/1/2022 10:09,2/16/2022 16:39,2/17/2022 0:00
002079,Fall 2020,Business Administration - MBA,Asian,Non-Hispanic,Male,4/17/2020,5/11/2020,5/15/2020,
002080,Fall 2022,Business Administration - MBA,White/Caucasian,Hispanic,Female,12/23/2020,2/1/2022 10:16,3/5/2022 12:00,5/9/2022 0:00
002081,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,9/12/2018,12/18/2018 11:15,2/8/2019 13:01,3/7/2019 0:00
002082,Fall 2022,Accounting - MS,Black/African American,Non-Hispanic,Male,2/9/2022,2/23/2022 9:35,3/11/2022 13:09,3/12/2022 0:00
002083,Fall 2021,Management - MS,Prefer to not respond,Non-Hispanic,Female,2/16/2021,6/23/2021 15:47,11/3/2021 9:01,7/13/2021 0:00
002084,Fall 2021,Business Administration - MBA,Not Reported,Non-Hispanic,Female,8/15/2018,6/7/2021 10:33,6/14/2021 14:30,
002085,Fall 2019,Business Adminstration - MBA,Asian,Non-Hispanic,Female,1/30/2019,4/4/2019 11:00,,
002086,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Male,3/18/2020,4/8/2020,6/6/2020,7/9/2020
002087,Fall 2022,Business Administration - MBA,Black/African American,Non-Hispanic,Male,10/24/2021,3/8/2022 14:50,,
002088,Fall 2020,Management - MS,Black/African American,Non-Hispanic,Male,9/26/2019,2/18/2020,3/27/2020,
002089,Fall 2021,Accounting - MS,Black/African American,Non-Hispanic,Male,5/18/2020,3/31/2021 14:44,4/14/2021 16:05,5/20/2021 0:00
002090,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,7/9/2019,5/5/2020,5/8/2020,7/29/2020
002091,Fall 2019,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,8/5/2019,8/12/2019 9:47,8/13/2019 10:15,8/13/2019 0:00
002092,Fall 2020,Management - MS,Black/African American,Non-Hispanic,Male,11/19/2019,,,
002093,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Female,3/28/2020,4/2/2020,4/10/2020,5/29/2020
002094,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,1/20/2022,2/7/2022 14:37,2/14/2022 12:00,
002095,Fall 2019,Management - MS,Black/African American,Non-Hispanic,Female,5/20/2019,7/11/2019 12:42,7/16/2019 15:26,
002096,Fall 2020,Accounting - M.S.,Not Reported,Hispanic,Male,7/8/2020,7/10/2020,7/28/2020,7/31/2020
002097,Fall 2021,Accounting - MS,Prefer to not respond,Non-Hispanic,Female,11/13/2019,8/20/2021 15:58,8/20/2021 16:45,8/20/2021 0:00
002098,Fall 2019,Accounting - MS,Asian,Non-Hispanic,Male,10/15/2018,8/12/2019 8:14,8/12/2019 8:14,6/12/2019 0:00
002099,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,8/15/2018,,,
002100,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,5/3/2019,,,
002101,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Male,11/4/2019,11/16/2019,11/22/2019,11/24/2019
002102,Fall 2020,Accounting - M.S.,Black/African American,Non-Hispanic,Male,8/15/2018,7/31/2020,,
002103,Fall 2022,Management - MS,Not Reported,Non-Hispanic,Male,12/29/2021,,,
002104,Fall 2019,Management - MS,Asian,Non-Hispanic,Male,2/5/2019,,,
002105,Fall 2020,Management - MS,White/Caucasian,Non-Hispanic,Male,1/26/2020,3/18/2020,3/27/2020,
002106,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,1/17/2022,5/9/2022 10:00,5/17/2022 12:00,8/3/2022 0:00
002107,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,10/15/2018,8/12/2019 8:14,,
002108,Fall 2019,Accounting - MS,Asian,Non-Hispanic,Male,5/21/2019,,,
002109,Fall 2021,Business Administration - MBA,Black/African American,Non-Hispanic,Male,10/3/2019,4/13/2021 14:19,4/18/2021 16:00,4/26/2021 18:56
002110,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Female,11/27/2018,2/1/2019 8:30,2/15/2019 12:45,5/6/2019 0:00
002111,Fall 2020,Business Administration - MBA,White/Caucasian,Hispanic,Male,4/2/2020,6/16/2020,,
002112,Fall 2020,Accounting - M.S.,White/Caucasian,Non-Hispanic,Male,1/9/2020,3/27/2020,4/3/2020,4/22/2020
002113,Fall 2022,Technology Management - MS,Black/African American,Non-Hispanic,Male,4/29/2021,4/25/2022 8:11,5/14/2022 12:00,5/16/2022 0:00
002114,Fall 2022,Finance - MS,Prefer to not respond,Hispanic,Female,10/21/2021,8/10/2022 10:00,,
002115,Fall 2022,Business - PHD,Asian,Non-Hispanic,Female,1/1/2022,2/18/2022 12:19,2/23/2022 8:30,
002116,Fall 2022,Business Administration - MBA,White/Caucasian,Non-Hispanic,Male,8/27/2020,,,
002117,Fall 2020,Business Administration - MBA,White/Caucasian,Non-Hispanic,Female,4/28/2020,5/12/2020,5/29/2020,6/15/2020
002118,Fall 2019,Management - MS,Black/African American,Non-Hispanic,Female,3/19/2019,7/19/2019 11:56,7/23/2019 9:48,7/23/2019 0:00
002119,Fall 2020,Accounting - M.S.,Asian,Non-Hispanic,Female,1/10/2020,,,
002120,Spring 2021,Real Estate Development - MS,Black/African American,Non-Hispanic,Male,9/22/2020,12/18/2020 18:19,1/7/2021 18:34,1/8/2021 0:00
002121,Fall 2022,Accounting - MS,Two or More,Non-Hispanic,Female,3/10/2021,5/19/2022 14:57,6/3/2022 15:00,6/6/2022 0:00
002122,Spring 2021,Technology Management - MS,Asian,Non-Hispanic,Male,10/18/2020,,,
002123,Fall 2020,Business Administration - MBA,Black/African American,Non-Hispanic,Female,1/29/2020,6/18/2020,7/8/2020,7/10/2020
002124,Fall 2020,Real Estate Development - MS,White/Caucasian,Non-Hispanic,Male,1/25/2020,7/23/2020,7/28/2020,8/16/2020
002125,Fall 2021,Business Administration - MBA,Asian,Non-Hispanic,Female,3/2/2020,2/4/2021 15:24,,
002126,Spring 2020,Technology Management - MS,Black/African American,Non-Hispanic,Male,4/22/2019,,,
002127,Fall 2020,Management - MS,Not Reported,Non-Hispanic,Female,1/2/2020,,,
002128,Spring 2021,Technology Management - MS,Two or More,Non-Hispanic,Female,10/17/2018,12/23/2020 12:00,12/23/2020 12:00,1/4/2021 0:00
002129,Fall 2022,Real Estate Development - MS,Black/African American,Non-Hispanic,Male,3/21/2022,,,
002130,Fall 2020,Real Estate Development - MS,Not Reported,Non-Hispanic,Male,2/6/2020,3/9/2020,3/12/2020,
002131,Fall 2019,Business Adminstration - MBA,White/Caucasian,Non-Hispanic,Male,1/10/2019,2/1/2019 13:35,2/15/2019 13:02,4/6/2019 0:00
